AMELIA - BREAKING BROKEN DREAMS,,A LITTLE MORE SENSATION,SUNDAY,14:05 - 14:35
ANCHORSONG,http://anchorsong.com/,THE RUM SHACK,FRIDAY,22:45 - 23:30
ANDREW MAXWELL MORRIS,http://andrewmaxwellmorris.com,TOAD HALL,WEDNESDAY,16:00 - 17:00
ANDREW MAXWELL MORRIS,http://andrewmaxwellmorris.com/,MANDALA STAGE,THURSDAY,14:00 - 15:00
ANDREW MAXWELL MORRIS,http://andrewmaxwellmorris.com/,MANDALA STAGE,FRIDAY,13:00 - 14:00
ANDREW MAXWELL MORRIS,http://www.andrewmaxwellmorris.com,AVALON CAFÉ STAGE,SATURDAY,10:30 - 11:15
ANDY BUTLER,,NYC DOWNLOW,SUNDAY,23:00 - 00:30
ANDY C,,ARCADIA,SATURDAY,00:05 - 01:30
ANDY CARROLL,,GREENPEACE/ENGINE ROOM,FRIDAY,02:00 - 03:00
ANDY MARSHALL 1940S CROONER,,CROONER'S CORNER,WEDNESDAY,13:00 - 13:45
ANDY MARSHALL 1940S CROONER,,CROONER'S CORNER,THURSDAY,12:55 - 13:40
ANDY MARSHALL 1940S CROONER,,CROONER'S CORNER,FRIDAY,12:25 - 13:10
ANDY MARSHALL 1940S CROONER,,CROONER'S CORNER,SATURDAY,17:00 - 17:45
ANDY MARSHALL 1940S CROONER,,CROONER'S CORNER,SATURDAY,11:30 - 12:15
ANDY MARSHALL 1940S CROONER,,CROONER'S CORNER,SUNDAY,12:00 - 12:45
ANDY P,,DELUXE DINER,WEDNESDAY,01:30 - 03:00
ANDY P,,DELUXE DINER,THURSDAY,00:00 - 01:30
ANDY RILEY,,GENOSYS,FRIDAY,18:00 - 20:00
ANDY SNATCH,http://www.andysnatch.com,THE PAVEMENT,FRIDAY,10:45 - 11:15
ANDY SNATCH,http://www.andysnatch.com,THE PAVEMENT,SATURDAY,10:45 - 11:15
ANDY SNATCH,http://www.andysnatch.com,THE PAVEMENT,SUNDAY,10:45 - 11:15
ANIMAL CRACKERS,,SMALL WORLD STAGE,FRIDAY,04:30 - 03:30
ANNA MEREDITH,http://www.annameredith.com/#something-helpful,WEST HOLTS STAGE,SATURDAY,11:30 - 12:30
ANNIE MAC LIVE ON RADIO 1,http://www.anniemacpresents.com/index.php,BBC INTRODUCING,THURSDAY,19:00 - 22:00
ANNIE MAC,,WOW!,FRIDAY,00:00 - 01:00
ANNIE REW SHAW,,TOAD HALL,SUNDAY,17:00 - 17:45
ANNIE TRAILER TRASH,,DELUXE DINER,THURSDAY,22:30 - 00:00
ANNIE TRAILER TRASH,,DELUXE DINER,FRIDAY,22:30 - 00:00
ANNIE TRAILER TRASH,,DELUXE DINER,SUNDAY,23:00 - 00:30
ANOUSHKA SHANKAR,http://www.anoushkashankar.com/,WEST HOLTS STAGE,SUNDAY,17:00 - 18:00
ANTEROS,http://www.anterosofficial.com/,OTHER STAGE,SUNDAY,11:30 - 12:00
ANTHONY LIVING SPACE,,THE PAVEMENT,FRIDAY,16:35 - 17:05
ANTHONY LIVING SPACE,,THE PAVEMENT,SATURDAY,16:35 - 17:05
ANTHONY LIVING SPACE,,THE PAVEMENT,SUNDAY,16:35 - 17:05
ANTHONY LIVINGSPACE,,A LITTLE MORE SENSATION,FRIDAY,14:40 - 15:10
ANTHONY LIVINGSPACE,,A LITTLE MORE SENSATION,SATURDAY,14:40 - 15:10
ANTHONY LIVINGSPACE,,A LITTLE MORE SENSATION,SUNDAY,14:40 - 15:10
APHRODITE FEAT JUNIOR RED,http://www.aphro.co.uk/aphro/index.html,THE TEMPLE,SATURDAY,01:30 - 02:30
APPLEBLIM,,LONDON UNDERGROUND,FRIDAY,04:30 - 06:00
APPLEWOOD ROAD,http://applewoodroadmusic.com,ACOUSTIC STAGE,SUNDAY,13:35 - 14:15
ARCADIA - METAMORPHOSIS SHOW,,ARCADIA,FRIDAY,23:30 - 00:05
ARCADIA - METAMORPHOSIS SHOW,,ARCADIA,SATURDAY,23:30 - 00:05
ARCADIA - METAMORPHOSIS SHOW,,ARCADIA,SUNDAY,23:30 - 00:05
ARIES,,SALON CAROUSEL,FRIDAY,00:00 - 01:00
ART GARFUNKEL,http://www.artgarfunkel.com/,ACOUSTIC STAGE,SATURDAY,20:10 - 21:25
ARTWORK,,LONDON UNDERGROUND,FRIDAY,03:00 - 04:30
ASBO DISCO,http://www.asbodis.co/,HELL STAGE,FRIDAY,03:40 - 04:00
ASHER TRELEAVEN (COMPERE),,THE SUMMER HOUSE,FRIDAY,17:05 - 20:25
ASHER TRELEAVEN (COMPERE),,THE SUMMER HOUSE,SATURDAY,17:05 - 20:25
ASHER TRELEAVEN (COMPERE),,THE SUMMER HOUSE,SUNDAY,17:05 - 20:25
ASTEROID DELUXE,http://www.asteroiddeluxe.com/,THE BANDSTAND,SUNDAY,22:00 - 22:50
AUDLEY,,GLADE LOUNGE,FRIDAY,21:00 - 22:30
AUNTIE FLO B2B ANDREW (HUNTLEYS + PALMERS),http://auntieflo.in/,THE BEAT HOTEL,SATURDAY,18:30 - 20:00
AURORA,http://www.aurora-music.com/,JOHN PEEL STAGE,FRIDAY,15:30 - 16:20
AYA,https://www.facebook.com/LoveNorMoneyMusic/,THE RABBIT HOLE,SATURDAY,12:00 - 12:30
B TRAITS B2B SUBB-AN,,THE TEMPLE,SUNDAY,23:00 - 00:45
B TRAITS,http://btraits.com/,HEAVEN ARENA,SATURDAY,02:00 - 03:00
BAABA MAAL,http://baabamaal.tv/,PYRAMID STAGE,SATURDAY,13:40 - 14:30
BACK BEFORE BREAKFAST,,THE SPIKE,SATURDAY,20:30 - 23:00
BACK BEFORE BREAKFAST,,AVALON CAFÉ STAGE,THURSDAY,16:00 - 16:45
BACK BEFORE BREAKFAST,,AVALON CAFÉ STAGE,FRIDAY,12:30 - 13:15
BACK BEFORE BREAKFAST,,AVALON CAFÉ STAGE,SUNDAY,14:30 - 15:15
BACK BEFORE BREAKFAST,http://www.artisttrove.com/artist/152500308138036/Back+Before+Breakfast,THE BANDSTAND,SATURDAY,14:55 - 15:40
BACK BEFORE BREAKFAST,https://www.facebook.com/Back-Before-Breakfast-152500308138036/,THE RABBIT HOLE,SUNDAY,12:00 - 12:30
BACKYARD RHYTHM ORCHESTRA,,SMALL WORLD STAGE,THURSDAY,22:00 - 23:15
BACKYARD RHYTHM ORCHESTRA,,SMALL WORLD STAGE,SATURDAY,02:00 - 03:00
BAD GIRLZ,,THE RUM SHACK,SUNDAY,23:00 - 00:00
BAD GIRLZ,,THE RUM SHACK,SUNDAY,23:00 - 00:00
BAD SOUNDS,https://soundcloud.com/realbadsounds,BBC INTRODUCING,FRIDAY,14:30 - 14:55
BAGGY MONDAYS,http://www.facebook.com/baggymondays,STONEBRIDGE BAR,THURSDAY,19:00 - 20:30
BALDO VERDU Y SU TONTO MALENBE,http://www.tontomalembe.com/,THE RABBIT HOLE,FRIDAY,02:30 - 04:00
BALDO VERDÚ Y SU TONTO MALEMBE,,TOAD HALL,SATURDAY,22:30 - 23:30
BALLIN JACKS,http://www.deluxediner.co.uk/the-rocket-lounge.html,THE ROCKET LOUNGE,THURSDAY,01:00 - 02:00
BALOJI & L'ORCHESTRE DE LA KATUBA,http://www.baloji.com/,GULLY,FRIDAY,16:50 - 17:50
BANCO DE GAIA,http://banco.co.uk/,GREENPEACE/ENGINE ROOM,THURSDAY,23:00 - 00:30
BANCO DE GAIA,http://banco.co.uk/,TOAD HALL,FRIDAY,00:00 - 00:50
BAND OF HORSES,http://www.bandofhorses.com/whyareyouok/,JOHN PEEL STAGE,SUNDAY,17:30 - 18:30
BAND OF SKULLS,http://www.bandofskulls.com/,OTHER STAGE,SATURDAY,16:15 - 17:15
BANOFFEE PIES,http://banoffeepies.co.uk/,THE TEMPLE,SUNDAY,22:00 - 23:00
BARRY ASHWORTH,,THE SPACEPORT,SATURDAY,16:20 - 17:40
BASEMENT JAXX (DJ SET),,ARCADIA,SUNDAY,22:30 - 23:30
BASHMENT BISH,http://www.bashmentbish.co.uk,THE CAVE,FRIDAY,00:00 - 01:00
BASTILLE,http://www.bastillebastille.com/,OTHER STAGE,FRIDAY,20:45 - 21:45
BAT FOR LASHES,http://www.batforlashes.com/,JOHN PEEL STAGE,SUNDAY,16:00 - 17:00
BATIDA,https://soundcloud.com/batida,PUSSY PARLURE,SATURDAY,22:15 - 23:30
BAYAWAKA,,GLADE LOUNGE,SUNDAY,18:00 - 19:30
BAZ FROM THE FRATELLIS DJ,http://thefratellis.com/site/,TOAD HALL,FRIDAY,02:00 - 03:00
BAZIL,https://www.soundcloud.com/bazilofficial,THE SPACEPORT,FRIDAY,17:00 - 18:00
BBC 1XTRA TAKEOVER,,WOW!,SATURDAY,TBA
BBC RADIO 1'S ESSENTIAL MIX,,WOW!,FRIDAY,TBA
BE ONE,,GLADE,THURSDAY,21:55 - 22:45
BEAK>,https://beak.bandcamp.com/,WILLIAM'S GREEN,SATURDAY,20:00 - 20:40
BEANS ON TOAST,http://www.beansontoastmusic.com,AVALON STAGE,SATURDAY,14:15 - 15:15
BEANS ON TOAST,http://beansontoastmusic.com/,GREENPEACE STAGE,FRIDAY,12:00 - 12:40
BEAR TWISTS,https://www.soundcloud.com/bear-twists,THE SPACEPORT,FRIDAY,16:00 - 17:00
BEAR'S DEN,http://www.bearsdenmusic.co.uk/,OTHER STAGE,SUNDAY,13:20 - 14:00
BEARDED KITTEN ALL STARS,http://beardedkittenagency.com/,THE TEMPLE,SUNDAY,17:00 - 18:00
BEAT FEET,,SMALL WORLD STAGE,SATURDAY,23:00 - 00:00
BEATBOX COLLECTIVE,,SENSATION SEEKERS STAGE,FRIDAY,23:20 - 23:50
BEATBOX COLLECTIVE,,SENSATION SEEKERS STAGE,SATURDAY,22:25 - 22:55
BEATBOX COLLECTIVE,,SENSATION SEEKERS STAGE,SUNDAY,23:05 - 23:35
BEATFEET,,TOAD HALL,FRIDAY,17:00 - 17:45
BEATING HEART,,HEAVEN ARENA,SATURDAY,00:00 - 01:00
BECCA D,http://www.instagram.com/beccadudley,THE RUM SHACK,FRIDAY,03:15 - 04:00
BECCA D,,THE RUM SHACK,THURSDAY,23:00 - 00:00
BECK,http://beck.com/,PYRAMID STAGE,SUNDAY,19:15 - 20:30
BELLY DANCE WORKSHOP WITH PERSEPHONE,http://www.didjeridu.co.uk/,TOAD HALL,WEDNESDAY,12:00 - 12:45
BEN & LEX,http://www.benandlex.co.uk,THE SPACEPORT,SATURDAY,17:40 - 19:10
BEN CODA,http://www.bencoda.com,GLADE LOUNGE,THURSDAY,01:45 - 03:00
BEN DENNY MO,,SMALL WORLD STAGE,WEDNESDAY,01:45 - 02:45
BEN DORLING,,NYC DOWNLOW,WEDNESDAY,23:00 - 01:00
BEN MILLER BAND,http://www.benmillerband.com,AVALON STAGE,FRIDAY,15:45 - 16:45
BEN RUSSELL AND THE CHARMERS,http://www.benrussellandthecharmers.com,AVALON CAFÉ STAGE,THURSDAY,14:00 - 14:45
BEN RUSSELL AND THE CHARMERS,http://www.benrussellandthecharmers.com,AVALON CAFÉ STAGE,SATURDAY,13:30 - 14:15
BEN RUSSELL AND THE CHARMERS,http://www.benrussellandthecharmers.com,AVALON CAFÉ STAGE,SUNDAY,17:30 - 18:15
BEN UFO B2B JOB JOBSE,,THE TEMPLE,SUNDAY,03:00 - 05:00
BETH PORTER & THE AVAILABLES,http://www.bethporter.x10.mx/Beth_Porter/Home.html,THE BANDSTAND,THURSDAY,16:20 - 17:00
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,FRIDAY,17:50 - 18:05
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,FRIDAY,16:25 - 16:40
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SATURDAY,17:50 - 18:05
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SATURDAY,16:25 - 16:40
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SUNDAY,17:50 - 18:05
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SUNDAY,16:25 - 16:40
"BICEP OUTDOOR  PARTY FT BICEP, LEON VYNEHALL, MAN POWER, PARK RANGER, MR SOLID GOLD",,WOW!,FRIDAY,13:00 - 18:00
BICEP,,GENOSYS,THURSDAY,21:30 - 23:00
BIG BEAT,,THE GATEWAY,THURSDAY,16:30 - 17:00
BIG BEAT,,THE GATEWAY,FRIDAY,11:20 - 11:50
BIG BEAT,,THE GATEWAY,SATURDAY,11:20 - 11:50
BIG BEAT,,THE GATEWAY,SUNDAY,11:20 - 11:50
"BIG BILL'S RADICAL ROUND-UP FT. BILLY BRAGG, KATIE WHITTAKER, GRACE PETRIE, RORY MCLEOD",,LEFT FIELD,SUNDAY,15:00 - 16:00
"BIG BILL'S RADICAL ROUND-UP FT. BILLY BRAGG, LANDE HEKT FROM THE MUNCIE GIRLS, KIMBERELY ANNE, BEANS ON TOAST",,LEFT FIELD,FRIDAY,15:00 - 16:30
"BIG BILL'S RADICAL ROUND-UP FT: BILLY BRAGG, LEWIS & LEIGH, WILL VARLEY, EMILY CAPELL",,LEFT FIELD,SATURDAY,15:00 - 16:30
BIG FISH LITTLE FISH,,STONEBRIDGE BAR,FRIDAY,13:00 - 15:00
BIG FISH LITTLE FISH,,STONEBRIDGE BAR,SATURDAY,13:00 - 15:00
BIG FISH LITTLE FISH,,STONEBRIDGE BAR,SUNDAY,13:00 - 15:00
BIG SWING SOUNDSYSTEM,http://www.bigswingsoundsystem.com/,HELL STAGE,THURSDAY,20:45 - 21:00
BIG.BAD.SOUNDSYSTEM (ASBO DISCO & GARDNA),,THE CAVE,FRIDAY,23:00 - 00:00
BIGGLES,,CROISSANT NEUF BANDSTAND,SUNDAY,12:00 - 13:00
BIGGLES SUNDAY SERVICE,,CROISSANT NEUF BANDSTAND,SUNDAY,11:00 - 11:45
BIGGLES' WARTIME BAND,http://www.biggleswartimeband.co.uk/,THE BANDSTAND,SATURDAY,13:50 - 14:35
BIGGLES,,CROISSANT NEUF BANDSTAND,WEDNESDAY,14:30 - 15:30
BILL BREWSTER,http://www.djhistory.com,GLADE,THURSDAY,19:40 - 21:40
BILL BREWSTER,http://www.djhistory.com,THE SPIKE,FRIDAY,17:30 - 19:00
BILL BREWSTER,http://www.djhistory.com/,THE BEAT HOTEL,SUNDAY,13:00 - 15:00
BILLINGTON AND QUINN,,THE RABBIT HOLE,FRIDAY,20:00 - 21:00
BILLY BRAGG,http://www.billybragg.co.uk/,LEFT FIELD,FRIDAY,21:00 - 22:00
BILLY KIDD SHOW,http://www.billykiddshow.com,THE PAVEMENT,FRIDAY,13:40 - 14:10
BILLY KIDD SHOW,http://www.billykiddshow.com,THE PAVEMENT,SATURDAY,13:40 - 14:10
BILLY KIDD SHOW,http://www.billykiddshow.com,THE PAVEMENT,SUNDAY,13:40 - 14:10
BILLY KIDD SHOW,,A LITTLE MORE SENSATION,FRIDAY,15:15 - 15:45
BILLY KIDD SHOW,,A LITTLE MORE SENSATION,SATURDAY,15:15 - 15:45
BILLY KIDD SHOW,,A LITTLE MORE SENSATION,SUNDAY,15:15 - 15:45
BILLY NO MATES,,THE PAVEMENT,FRIDAY,12:30 - 13:00
BILLY NO MATES,,THE PAVEMENT,SATURDAY,12:30 - 13:00
BILLY NO MATES,,THE PAVEMENT,SUNDAY,12:30 - 13:00
BILLY NO MATES,,A LITTLE MORE SENSATION,FRIDAY,17:00 - 17:30
BILLY NO MATES,,A LITTLE MORE SENSATION,SATURDAY,17:00 - 17:30
BILLY NO MATES,,A LITTLE MORE SENSATION,SUNDAY,17:00 - 17:30
BIMBLE INN OPEN,http://www.bimbleinn.com,BIMBLE INN,WEDNESDAY,12:00 - 03:00
BISON,http://allhailthebison.bandcamp.com/,HELL STAGE,SUNDAY,19:05 - 20:00
BITE THE BUFFALO,http://www.bitethebuffalo.com,THE RABBIT HOLE,THURSDAY,02:00 - 03:00
BIXIGA 70,http://www.bixiga70.com.br/,WEST HOLTS STAGE,FRIDAY,13:00 - 14:00
BLACK FRIDAY,http://www.blackfridayband.co.uk/,THE ROCKET LOUNGE,FRIDAY,03:00 - 04:30
BLACK FRIDAY,http://www.blackfridayband.co.uk/,THE ROCKET LOUNGE,SUNDAY,00:00 - 01:00
BLACK PEACHES,http://www.black-peaches.com/,WILLIAM'S GREEN,FRIDAY,13:00 - 13:40
BLACKALICIOUS,http://blackalicious.com/,PUSSY PARLURE,SATURDAY,00:30 - 01:30
BLACKBERRY SMOKE,http://www.blackberrysmoke.com,AVALON STAGE,FRIDAY,21:45 - 22:45
BLADERUNNER,,THE TEMPLE,FRIDAY,01:00 - 02:00
BLAENAVON,https://soundcloud.com/blaenavon,WILLIAM'S GREEN,FRIDAY,12:00 - 12:40
BLAIR DUNLOP,http://blairdunlop.com,ACOUSTIC STAGE,SUNDAY,12:00 - 12:30
BLESS,http://blessthisband.com,THE RABBIT HOLE,SUNDAY,17:15 - 18:15
BLINDING,,GREENPEACE STAGE,THURSDAY,19:30 - 20:15
BLISS ZION AND TICKLES,,THE BLUES,SUNDAY,15:00 - 16:30
BLONDE,https://soundcloud.com/blondesound,SONIC,SATURDAY,15:30 - 16:30
BLOSSOMS,http://www.blossomsband.co.uk/,OTHER STAGE,FRIDAY,13:05 - 13:50
BLUE : DECADENT TIMES,,HEDS PARTY IN SONIC,SATURDAY,01:00 - 02:00
BLUE : DJ EZY RIDER,,HEDS PARTY IN SONIC,SATURDAY,02:00 - 04:00
BLUE : DJ ORIGI,,HEDS PARTY IN SONIC,SUNDAY,00:30 - 04:00
BLUE : GREENPEACE DJS,,HEDS PARTY IN SONIC,SATURDAY,04:00 - 07:00
BLUE : HAZEL SOZE,,HEDS PARTY IN SONIC,SUNDAY,04:00 - 07:00
BLUE : MIXNOTS,,HEDS PARTY IN SONIC,THURSDAY,20:00 - 07:00
BLUE : SILVER HAYES CREW TAKEOVER,,HEDS PARTY IN SONIC,FRIDAY,01:00 - 07:00
BOAT TO ROW,,CROISSANT NEUF,SUNDAY,14:30 - 15:30
BOAT TO ROW,,TOAD HALL,SUNDAY,19:14 - 20:00
BOAT TO ROW,http://boattorow.com/,THE LIZARD STAGE,SATURDAY,21:00 - 22:00
BOAT TO ROW,,SMALL WORLD STAGE,SATURDAY,18:45 - 19:45
BOB MOSES,http://bobmosesmusic.com/,WOW!,SUNDAY,22:00 - 23:00
BOB MOSES,http://bobmosesmusic.com/,THE RABBIT HOLE,SUNDAY,03:00 - 04:00
BOBAFATT,,THE RUM SHACK,FRIDAY,02:00 - 02:30
BOBAFATT,,THE RUM SHACK,FRIDAY,01:00 - 01:30
BOBAFATT,,THE RUM SHACK,FRIDAY,23:30 - 00:00
BODY CLOCKS,http://www.bodyclocksmusic.com/,THE RABBIT HOLE,SATURDAY,17:15 - 18:00
BOMBAY BASSMENT,https://www.youtube.com/watch?v=3CXpk2nGsQQ,TOAD HALL,THURSDAY,22:30 - 23:30
BOMBAY BASSMENT,,TOAD HALL,SUNDAY,00:00 - 01:00
BONZAI,,WOW!,THURSDAY,20:00 - 21:00
BOOGIE CARTEL,,NYC DOWNLOW,WEDNESDAY,20:00 - 21:30
BOOGIE CARTEL,,THE MEAT RACK,FRIDAY,01:30 - 03:00
BORN ON ROAD,,SALON CAROUSEL,SUNDAY,00:00 - 02:00
BOSSY LOVE,http://bossylove.com/,BBC INTRODUCING,SATURDAY,12:45 - 13:10
BOSSY LOVE,https://www.facebook.com/bossylovemusic/,THE RABBIT HOLE,THURSDAY,18:15 - 18:45
BOSTICH + FUSSIBLE DJ SET,,GREENPEACE/ENGINE ROOM,THURSDAY,22:00 - 23:00
BOWIE TRIBUTE DANNY HOWELLS & CARL LOBEN,,GLADE LOUNGE,SATURDAY,17:00 - 20:00
BOXED IN,http://www.boxedinmusic.com/,WILLIAM'S GREEN,SATURDAY,16:00 - 16:40
BRAIDS,http://www.braidsmusic.com,GLADE,SATURDAY,16:25 - 17:25
BRAIDS,http://www.braidsmusic.com/,PUSSY PARLURE,SUNDAY,18:05 - 19:05
BRANBLE FM,,GLEBELAND,FRIDAY,15:30 - 18:30
BRANBLE FM,,GLEBELAND,SATURDAY,15:30 - 18:30
BRANBLE FM,,GLEBELAND,SUNDAY,15:30 - 18:30
BRASS FUNKEYS,,THE GATEWAY,THURSDAY,17:05 - 17:35
BRAWTHER & TRISTAN DA CUNHA,,GENOSYS,SATURDAY,23:00 - 00:30
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,MANDALA STAGE,WEDNESDAY,22:00 - 23:00
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,MANDALA STAGE,THURSDAY,23:00 - 00:00
BRIAN BOOTHBY,http://www.brianboothby.co.uk/,MANDALA STAGE,SUNDAY,19:00 - 20:00
BRING ME THE HORIZON,http://www.bmthofficial.com/,OTHER STAGE,FRIDAY,19:20 - 20:15
BRIXTON DISCO CLUB,,GREENPEACE/ENGINE ROOM,FRIDAY,23:00 - 00:30
BROADWAY SOUNDS,,GULLY,SATURDAY,15:30 - 16:30
BRYAN G,,SALON CAROUSEL,FRIDAY,03:00 - 04:00
BUGGED OUT'S LITTLE BUGGER,http://www.buggedout.net/,THE BEAT HOTEL,SUNDAY,18:00 - 19:30
BUGZY MALONE,http://www.thebugzymaloneshow.co.uk/,SONIC,FRIDAY,13:15 - 14:00
BURNHAM AND HIGHBRIDGE BAND,http://burnhamandhighbridgeband.weebly.com/,PYRAMID STAGE,SUNDAY,11:00 - 11:30
BUSTAWIDE MOVE,http://www.widedubz.co.uk/,HELL STAGE,SATURDAY,00:40 - 01:00
"BUTTERZ SHOWCASE :  ELIJAH & SKILLIAM, ROYAL T, DJ Q AND SWINDLE",http://butterzisthelabel.tumblr.com/,WOW!,SATURDAY,21:00 - 22:00
BUTTONED DOWN DISCO,http://www.buttoneddowndisco.com/,WILLIAM'S GREEN,SUNDAY,23:00 - 02:30
BØRNS,https://www.bornsmusic.com/,PUSSY PARLURE,FRIDAY,13:50 - 14:40
C DUNCAN,http://c-duncan.co.uk/,THE PARK STAGE,SUNDAY,13:00 - 13:40
CAL JADER (MOVIMIENTOS),,HMS SWEET CHARITY,SUNDAY,TBA
CALAIS ACTION: VOICES FROM THE CRISIS,https://www.facebook.com/calaisaction,BIMBLE INN,FRIDAY,13:00 - 13:30
