title,url,stage,day,time
ANTHONY LIVINGSPACE,,OUTSIDE CIRCUS STAGE,FRIDAY,17:05 - 17:35
ANTHONY LIVINGSPACE,,OUTSIDE CIRCUS STAGE,SATURDAY,17:00 - 17:30
ANTHONY LIVINGSPACE,,OUTSIDE CIRCUS STAGE,SUNDAY,17:50 - 18:20
ANTHONY LIVINGSPACE,,THE PAVEMENT,FRIDAY,14:40 - 15:10
ANTHONY LIVINGSPACE,,THE PAVEMENT,SATURDAY,14:40 - 15:10
ANTHONY LIVINGSPACE,,THE PAVEMENT,SUNDAY,14:40 - 15:10
ANTI-BREXIT GREEN WHERE IS IT GOING?,https://www.greenparty.org.uk/people/deputy-leader-amelia-womack.html,SPEAKERS FORUM,WEDNESDAY,15:00 - 15:55
ANTI-BULLYING,http://www.actionwork.com,SPEAKERS FORUM,SATURDAY,10:00 - 10:55
ANTI-BULLYING,http://www.actionwork.com,SPEAKERS FORUM,WEDNESDAY,13:00 - 13:55
APOCALYPSE NOW ( 15 ),https://www.youtube.com/watch?v=snDR7XsSkB4,CINERAMAGEDDON,SUNDAY,02:25 - 05:00
ARCADIA - METAMORPHOSIS SHOW,http://www.arcadiaspectacular.com/,ARCADIA,FRIDAY,00:00 - 00:35
ARCADIA - METAMORPHOSIS SHOW,http://www.arcadiaspectacular.com/,ARCADIA,SATURDAY,00:00 - 00:35
ARCADIA - METAMORPHOSIS SHOW,http://www.arcadiaspectacular.com/,ARCADIA,SUNDAY,21:30 - 22:00
ARIES,,SALON CAROUSEL,THURSDAY,20:00 - 21:00
ARIES,,SALON CAROUSEL,SATURDAY,01:00 - 02:00
ARLO - MUSHY - JACK BERRY,,BEZ'S FLYING BUS,SUNDAY,02:00 - 03:00
"ART'S HOUSE - ATWORK, JACKMASTER, MIDLAND AND PEGGY GOU",,WOW!,FRIDAY,13:00 - 18:00
ARTWORK,http://www.sethtroxler.com,LOVEBULLETS,SUNDAY,22:30 - 00:30
ARTWORK,,LONDON UNDERGROUND,FRIDAY,23:30 - 01:00
ARY,,PUSSY PARLURE,FRIDAY,15:00 - 16:00
ASHLEY RADFORD,,THE RABBIT HOLE,FRIDAY,17:30 - 18:00
ATA KAK,,WEST HOLTS STAGE,FRIDAY,14:45 - 15:45
ATLAS WYND,,CN BANDSTAND,WEDNESDAY,12:00 - 12:45
ATLAS WYND,,CN BANDSTAND,SATURDAY,17:00 - 17:30
ATOMCRAFT,,S.H.I.TV (SHANGRI-HELL INTERNATIONAL TV),THURSDAY,TBA
ATTEK,,LONDON UNDERGROUND,SATURDAY,23:30 - 01:00
AURBS & FLOWSTATE,http://www.punksmusic.com,JAGZ'S ACID LOUNGE,SUNDAY,23:30 - 01:00
AURORA DAWN & SCREAMIN SKULLS,,THE SPIKE,THURSDAY,20:30 - 21:45
AURORA DAWN & SCREAMIN SKULLS,,THE SPIKE,SATURDAY,18:45 - 19:45
AUTOMATION AND THE BASIC INCOME SCHEME,,SPEAKERS FORUM,SATURDAY,16:00 - 16:55
AVALONIAN CHOIR,http://avalonianfreestatechoir.org.uk/,THE PARK STAGE,SUNDAY,10:45 - 11:30
AVELINO,http://officialavelino.com/,SONIC,FRIDAY,14:40 - 15:15
AXEL BOY,,CLASH,SATURDAY,21:00 - 22:00
BACK BEFORE BORIS,,AVALON CAFÉ STAGE,SUNDAY,11:30 - 12:15
BACK BEFORE BREAKFAST,,THE SPIKE,FRIDAY,16:15 - 17:15
BACK BEFORE BREAKFAST,,AVALON CAFÉ STAGE,THURSDAY,18:00 - 18:45
BACK BEFORE BREAKFAST,http://www.artisttrove.com/artist/152500308138036/Back+Before+Breakfast,THE BANDSTAND,SATURDAY,14:55 - 15:40
BACK BEFORE BREAKFAST,https://soundcloud.com/dominic-allan/sets/back-before-breakfast,THE RABBIT HOLE,SUNDAY,17:00 - 17:30
BACK BEORE BREAKFAST,,SMALL WORLD STAGE,SATURDAY,19:00 - 20:00
BACKYARD RHYTHM ORCHESTRA,https://byroband.bandcamp.com/,SMALL WORLD STAGE,FRIDAY,02:00 - 03:00
BACKYARD RHYTHM ORCHESTRA,https://byroband.bandcamp.com/,THE BANDSTAND,THURSDAY,19:30 - 20:30
BAD FRACTALS,,BEZ'S FLYING BUS,FRIDAY,21:00 - 22:00
BADBADNOTGOOD,http://badbadnotgood.com/,WEST HOLTS STAGE,SATURDAY,16:00 - 17:00
BAG OF RICE,http://www.imdb.com/title/tt0116779/?ref_=nv_sr_1,PILTON PALAIS CINEMA,SATURDAY,14:00 - 15:20
BAGGY MONDAYS,https://www.facebook.com/baggymondays,STONEBRIDGE BAR,THURSDAY,19:30 - 21:00
BALOJI,http://www.baloji.com/,GULLY,SATURDAY,23:15 - 00:30
BANCO DE GAIA,http://HTTP://BANCO.CO.UK/,TOAD HALL,SATURDAY,23:10 - 23:55
BAND; ANIMAL CRACKERS,,THE FLIX,THURSDAY,23:30 - 00:30
BAND; CAPTAIN HOTKNIVES,,THE FLIX,FRIDAY,21:00 - 22:00
BAND; KANGAROO MOON,,THE FLIX,SATURDAY,00:30 - 01:30
BAND; LOONALOOP,,THE FLIX,FRIDAY,00:30 - 01:30
BAND; MARK ROBSON,,THE FLIX,WEDNESDAY,21:00 - 22:00
BAND; SWAMP DONKEY OR MAL WEBB,,THE FLIX,SATURDAY,21:00 - 22:00
BAND; SWERVY WORLD,,THE FLIX,SUNDAY,23:30 - 00:30
BANG ON,http://bangon.net/,TOAD HALL,SUNDAY,15:00 - 15:40
BARELY LEGAL,,THE BLUES,SATURDAY,19:00 - 20:00
BARRON CARROUSEL,http://www.thebarrencarrousel.co.uk,CIRCUS CENTRAL,FRIDAY,14:05 - 14:35
BARRON CARROUSEL,http://www.thebarrencarrousel.co.uk,CIRCUS CENTRAL,SATURDAY,14:05 - 14:35
BARRON CARROUSEL,http://www.thebarrencarrousel.co.uk,CIRCUS CENTRAL,SUNDAY,14:05 - 14:35
BARRON CARROUSEL,http://www.thebarrencarrousel.co.uk,A LITTLE MORE SENSATION,FRIDAY,11:25 - 11:55
BARRON CARROUSEL,http://www.thebarrencarrousel.co.uk,A LITTLE MORE SENSATION,SATURDAY,11:25 - 11:55
BARRON CARROUSEL,http://www.thebarrencarrousel.co.uk,A LITTLE MORE SENSATION,SUNDAY,11:25 - 11:55
BARRY GIBB,http://www.barrygibb.com/,PYRAMID STAGE,SUNDAY,16:00 - 17:15
BAS IBELLINI,,THE RABBIT HOLE'S FUNKINGHAM PALACE,SATURDAY,01:00 - 02:30
BASH STREET THEATRE - CLIFFHANGER,,GLEBELAND,FRIDAY,12:00 - 12:50
BASH STREET THEATRE - CLIFFHANGER,,GLEBELAND,SATURDAY,12:00 - 12:50
BASH STREET THEATRE - CLIFFHANGER,,GLEBELAND,SUNDAY,12:00 - 12:50
BASHMENT BISH (NEGUSA NEGAST SOUND SYSTEM),http://www.bashmentbish.co.uk,THE CAVE,FRIDAY,22:00 - 00:00
BASIL BRUSH,,KIDZFIELD BIG TOP,THURSDAY,16:45 - 17:15
BASIL BRUSH,,KIDZFIELD BIG TOP,FRIDAY,15:30 - 16:10
BASIL BRUSH,,KIDZFIELD BIG TOP,SATURDAY,14:15 - 14:50
BASIL BRUSH,,KIDZFIELD BIG TOP,SUNDAY,11:30 - 12:10
BBC LIVE BROADCAST OF GLASTONBURY,https://www.bbc.co.uk/events/ec584f,PILTON PALAIS CINEMA,FRIDAY,22:00 - 00:00
BBC LIVE BROADCAST OF GLASTONBURY,https://www.bbc.co.uk/events/ec584f,PILTON PALAIS CINEMA,SATURDAY,22:00 - 00:00
BBC LIVE BROADCAST OF GLASTONBURY,https://www.bbc.co.uk/events/ec584f,PILTON PALAIS CINEMA,SUNDAY,22:00 - 00:00
BBC RADIO 4 DEBATE,http://www.bbc.co.uk/radio4,SPEAKERS FORUM,THURSDAY,13:00 - 15:55
BEANS ON TOAST,http://www.beansontoastmusic.com,LEFT FIELD,SATURDAY,19:30 - 20:30
BEARDED KITTEN ALL STARS,,THE TEMPLE,SUNDAY,22:00 - 23:30
BEAT HOTEL ALLSTARS,https://WWW.twitter.com/beathotelglasto,THE BEAT HOTEL,WEDNESDAY,01:30 - 03:00
BEATBOX COLLECTIVE,,SENSATION SEEKERS STAGE,FRIDAY,16:05 - 16:35
BEATBOX COLLECTIVE,,SENSATION SEEKERS STAGE,SUNDAY,14:30 - 15:00
BEATBOX COLLECTIVE,,THE GAS TOWER,SUNDAY,01:00 - 02:00
BEATING HEART,http://beatingheartproject.com,THE BEAT HOTEL,WEDNESDAY,18:00 - 19:30
BEATING HEART,,THE GAS TOWER,THURSDAY,21:00 - 22:00
BELLY DANCE WARM UP WITH BEKAH,,TOAD HALL,WEDNESDAY,12:00 - 13:00
BEN DENNY MO,,SMALL WORLD STAGE,WEDNESDAY,14:45 - 15:45
BEN DORLING,,NYC DOWNLOW,WEDNESDAY,01:00 - 03:00
BENGA,,THE GAS TOWER,SATURDAY,03:00 - 04:00
BENNY PAGE,,SALON CAROUSEL,SUNDAY,03:00 - 04:00
BEOGA,http://www.beogamusic.com/,ACOUSTIC STAGE,SUNDAY,13:35 - 14:15
BERT MILLER AND THE ANIMAL FOLK,http://HTTP://WWW.BERTMILLER.UK,TOAD HALL,WEDNESDAY,15:20 - 16:00
BESIDE BOWIE: THE MICK RONSON STORY,http://www.bbfc.co.uk/releases/beside-bowie-mick-ronson-story-2017,PILTON PALAIS CINEMA,WEDNESDAY,18:00 - 19:44
BETHIA BEADMAN BAND,http://bethiabeadman.com/,THE BANDSTAND,FRIDAY,15:05 - 15:45
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,FRIDAY,17:50 - 18:05
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,FRIDAY,14:15 - 14:30
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SATURDAY,17:50 - 18:05
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SATURDAY,14:15 - 14:30
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SUNDAY,17:30 - 17:45
BEYOND REPAIR DANCE,,THE SUMMER HOUSE,SUNDAY,13:55 - 14:10
BICEP LIVE,http://www.feelmybicep.com/,WOW!,FRIDAY,21:00 - 22:00
BIFFY CLYRO,http://www.biffyclyro.com,PYRAMID STAGE,SUNDAY,19:30 - 20:45
"BIG BILL'S RADICAL ROUND-UP FT. BILLY BRAGG, JOE SOLO, LOUISE DISTRAS, OH PEP!",,LEFT FIELD,SUNDAY,15:00 - 16:30
"BIG BILL'S RADICAL ROUND-UP FT. BILLY BRAGG, ZOE WEST, PADDY NASH, LUKE BRANCH (ASYLUMS)",,LEFT FIELD,FRIDAY,15:00 - 16:30
"BIG BILL'S RADICAL ROUND-UP FT: BILLY BRAGG, SHE DREW THE GUN, STEVE KNIGHTLEY",,LEFT FIELD,SATURDAY,15:00 - 16:30
BIG FISH LITTLE FISH,,STONEBRIDGE BAR,FRIDAY,13:00 - 15:00
BIG FISH LITTLE FISH,,STONEBRIDGE BAR,SUNDAY,13:00 - 15:00
BIG NARSTIE X DJ TARGET X RUDE KID X IZZIE GIBBS X TREMZ,,CLASH,FRIDAY,03:45 - 06:00
BIG TOBZ,,SONIC,FRIDAY,13:45 - 14:20
BIG ZUU,,THE BLUES,SATURDAY,20:00 - 20:30
BILL BREWSTER,,THE SPIKE,THURSDAY,00:00 - 01:45
BILL BREWSTER,,GLADE,SATURDAY,14:00 - 15:00
BILL BREWSTER,,THE RABBIT HOLE'S FUNKINGHAM PALACE,FRIDAY,21:00 - 22:00
BILL BREWSTER,,THE MEAT RACK,SATURDAY,04:30 - 06:00
BILL FERGUSON,,OUTSIDE CIRCUS STAGE,SUNDAY,13:55 - 14:55
BILL FERGUSON,,THE SUMMER HOUSE,FRIDAY,18:10 - 19:10
BILL FERGUSON,,THE SUMMER HOUSE,SATURDAY,18:10 - 19:10
BILLY BRAGG,http://www.billybragg.co.uk/,LEFT FIELD,FRIDAY,21:00 - 22:00
BILLY DANIEL BUNTER,,BEZ'S FLYING BUS,FRIDAY,04:00 - 04:30
BILLY KIDD SHOW,http://www.billykiddshow.com,THE PAVEMENT,FRIDAY,13:30 - 14:00
BILLY KIDD SHOW,http://www.billykiddshow.com,THE PAVEMENT,SATURDAY,13:30 - 14:00
BILLY KIDD SHOW,http://www.billykiddshow.com,THE PAVEMENT,SUNDAY,13:30 - 14:00
BILLY KIDD SHOW,http://www.billykiddshow.com,A LITTLE MORE SENSATION,FRIDAY,15:55 - 16:25
BILLY KIDD SHOW,http://www.billykiddshow.com,A LITTLE MORE SENSATION,SATURDAY,15:55 - 16:25
BILLY KIDD SHOW,http://www.billykiddshow.com,A LITTLE MORE SENSATION,SUNDAY,15:55 - 16:25
BIMBLE INN OPEN,,BIMBLE INN,WEDNESDAY,12:00 - 03:00
BIRDY,http://officialbirdy.com,AVALON STAGE,SATURDAY,20:10 - 21:10
BIRTHDAY PARTY,,JUGGLING TENT,FRIDAY,17:30 - 18:30
BIRTHDAY PARTY,,JUGGLING TENT,SATURDAY,17:30 - 18:30
BIRTHDAY PARTY,,JUGGLING TENT,SUNDAY,17:30 - 18:30
BITVERT,,THE GAS TOWER,SUNDAY,00:00 - 01:00
BLACK CACTUS,,THE SPIKE,FRIDAY,19:30 - 20:30
BLACK HONEY,,JOHN PEEL STAGE,FRIDAY,13:00 - 13:40
BLACK JESUS EXPERIENCE,http://blackjesusexperience.com/,GULLY,SATURDAY,16:15 - 17:30
